DENSITY,GLASNO,SIO2,AL2O3,B2O3,CAO,K2O,NA2O,Li2O,MgO,ZRO2,FemOn,"Somme (Si, B, Na, Ca, Al, Zr, K, Li, Mg, Fe)"
2.73,407761,65.02,0,0,6.05,0,7.77,3.74,0,17.4,0,99.98
2.74,407762,61.39,0,0,5.71,5.5,10.95,0,0,16.43,0,99.98
2.72,407763,60.17,0,0,5.59,10.92,7.19,0,0,16.1,0,99.97
2.72,407764,62.57,0,0,5.82,0,14.85,0,0,16.74,0,99.98
2.83,407765,59.21,0,0,0.61,5.19,13.09,1.27,0,20.59,0,99.96
2.36,416841,0,0,69.51,0,0,30.48,0,0,0,0,99.99
2.55,416970,70.55,0,0,8.89,11.21,7.37,0,0,1.95,0,99.97
2.62,416975,67.3,0,0,8.72,10.99,7.23,0,0,5.75,0,99.99
2.32,417005,10,5,65,0,0,0,20,0,0,0,100
2.5,417048,72.47,0.39,0,9.79,0.09,13.69,0,3.29,0,0.19,99.91
2.5,417052,74.11,0,0,9.35,0,16.53,0,0,0,0,99.99
2.45,417055,72.47,0,11.34,0,0,16.16,0,0,0,0,99.97
2.4,417067,78.22,3.36,0,0.92,1.55,13.27,0,2.65,0,0,99.97
2.2,417068,100,0,0,0,0,0,0,0,0,0,100
2.69,417069,54.24,14.34,5.01,23.31,0,0,0,3.08,0,0,99.98
2.63,417070,55.97,14.79,5.17,24.05,0,0,0,0,0,0,99.98
2.7,417071,53.65,14.18,4.96,25.67,0,0,0,1.52,0,0,99.98
2.62,417072,56.6,14.96,5.23,21.57,0,0,0,1.61,0,0,99.97
2.23,417074,90.9,0,0,0,9.09,0,0,0,0,0,99.99
2.53,417205,0,23.81,54.21,0,0,0,0,21.96,0,0,99.98
2.53,417206,0,36.67,47.08,0,0,0,0,16.23,0,0,99.98
2.6,417207,0,24.95,45.44,0,0,0,0,29.59,0,0,99.98
2.38,417208,0,22.29,65.95,0,0,0,0,11.74,0,0,99.98
2.37,417236,0,0,87.48,0,0,0,12.51,0,0,0,99.99
2.85,417389,0,0,76.27,0,0,0,16.36,7.35,0,0,99.98
2.95,417391,0,0,74.13,9.95,0,0,15.91,0,0,0,99.99
2.87,417406,34,27.9,0,34,0,0,0,4.1,0,0,100
2.89,417412,30,30,0,35.9,0,0,0,4.1,0,0,100
2.13,417475,0,0,82.33,0,0,0,17.66,0,0,0,99.99
2.39,77372,66.04,21.25,0,2.12,0,10.57,0,0,0,0,99.98
2.52,77373,42.89,36.39,0,13.34,0,7.37,0,0,0,0,99.99
2.7,77374,43.42,36.49,0,19.96,0,0.11,0,0,0,0,99.98
2.51,417688,63,25,0,0,0,0,0,12,0,0,100
2.85,417958,0,0,76.27,0,0,0,16.36,7.35,0,0,99.98
1.88,417975,0,0,98.21,0,0,1.78,0,0,0,0,99.99
1.95,417976,0,0,95.52,0,0,4.47,0,0,0,0,99.99
2.06,417977,0,0,90.63,0,0,9.36,0,0,0,0,99.99
2.12,417978,0,0,88.07,0,0,11.92,0,0,0,0,99.99
2.17,417979,0,0,83.65,0,0,16.34,0,0,0,0,99.99
2.21,417980,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.21,417981,0,0,79.93,0,0,20.06,0,0,0,0,99.99
2.29,417982,0,0,75.22,0,0,24.77,0,0,0,0,99.99
2.2,418097,100,0,0,0,0,0,0,0,0,0,100
1.6,418109,0,0,69.96,0,0,0,30.03,0,0,0,99.99
2.35,408585,80.08,0,0,0,0,0,19.91,0,0,0,99.99
2.66,418598,54.16,14.32,5,23.27,0,0,0,3.22,0,0,99.97
2.69,418599,52.47,13.88,4.85,22.54,0,0,0,6.24,0,0,99.98
2.63,418600,55.95,14.81,5.16,24.05,0,0,0,0,0,0,99.97
2.7,418601,52.73,13.98,4.82,25.33,0,0,0,3.12,0,0,99.98
2.62,418602,55.7,14.71,5.13,21.13,0,0,0,3.29,0,0,99.96
2.64,418603,52.94,14.07,7.03,22.77,0,0,0,3.16,0,0,99.97
2.69,418604,55.44,14.63,2.8,23.79,0,0,0,3.31,0,0,99.97
2.64,418605,51.62,18.35,4.72,22.23,0,0,0,3.05,0,0,99.97
2.67,418606,57,9.87,5.25,24.48,0,0,0,3.37,0,0,99.97
2.67,418607,55.85,13.79,4.82,22.4,0,0,0,3.11,0,0,99.97
2.67,418608,52.33,14.91,5.14,24.24,0,0,0,3.36,0,0,99.98
1.92,421638,0,0,98.21,0,0,1.78,0,0,0,0,99.99
1.92,421639,0,0,97.32,0,0,2.67,0,0,0,0,99.99
1.97,421640,0,0,95.52,0,0,4.47,0,0,0,0,99.99
2.02,421641,0,0,92.81,0,0,7.18,0,0,0,0,99.99
2.06,421642,0,0,90.99,0,0,9,0,0,0,0,99.99
2.1,421643,0,0,88.71,0,0,11.28,0,0,0,0,99.99
2.13,421644,0,0,86.42,0,0,13.57,0,0,0,0,99.99
2.21,421645,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.29,421646,0,0,77.11,0,0,22.88,0,0,0,0,99.99
2.35,421647,0,0,72.38,0,0,27.61,0,0,0,0,99.99
2.37,421648,0,0,69.23,0,0,30.76,0,0,0,0,99.99
2.38,421649,0,0,67.59,0,0,32.4,0,0,0,0,99.99
2.17,421751,0,0,70.45,0,0,29.55,0,0,0,0,100
2.26,421752,0,0,81.8,0,0,18.2,0,0,0,0,100
2.31,421753,22.5,0,57.28,0,0,20.22,0,0,0,0,100
4.42,421754,38.15,0,42.07,0,0,19.78,0,0,0,0,100
2.49,421755,51.42,0,28.76,0,0,19.82,0,0,0,0,100
2.4,421756,1.63,0,97.94,0,0,0.41,0,0,0,0,99.98
2.41,421757,74.22,0,5.39,0,0,20.39,0,0,0,0,100
2.4,421758,77.39,0,6.51,0,0,16.1,0,0,0,0,100
2.38,421759,79.48,0,0,0,0,20.52,0,0,0,0,100
2.72,421794,60.9,0,0,0,0,0,0,39.09,0,0,99.99
2.69,421795,55.2,14.75,0,0,0,0,0,30.03,0,0,99.98
2.67,421796,50.35,27.12,0,0,0,0,0,22.51,0,0,99.98
2.66,421797,45.57,39.44,0,0,0,0,0,14.98,0,0,99.99
2.62,421798,51.23,35.43,0,0,0,0,0,13.32,0,0,99.98
2.42,421799,72.93,19.62,0,0,0,0,0,7.43,0,0,99.98
1.84,421828,0,0,100,0,0,0,0,0,0,0,100
1.95,421829,0,0,95.44,0,0,0,4.55,0,0,0,99.99
2.15,421830,0,0,90.3,0,0,0,9.69,0,0,0,99.99
2.29,418713,0,0,82.33,0,0,0,17.66,0,0,0,99.99
3.38,419093,40,0,0,20,0,0,0,0,0,40,100
3.48,419094,30,0,0,30,0,0,0,0,0,40,100
3.12,419095,45,0,0,25,0,0,0,0,0,30,100
2.88,419096,50,0,0,30,0,0,0,0,0,20,100
2.63,419097,55,0,0,35,0,0,0,0,0,10,100
2.12,419180,0,0,90.3,0,0,0,9.69,0,0,0,99.99
2.37,419248,0,0,69.23,0,0,30.76,0,0,0,0,99.99
2.19,419542,99.94,0,0,0,0,0,0,0,0,0,99.94
2.19,419543,99.93,0,0,0,0,0,0,0,0,0,99.93
2.69,419575,0,0,65.06,34.93,0,0,0,0,0,0,99.99
2.45,419073,69.52,19.66,0,10.81,0,0,0,0,0,0,99.99
2.11,422242,0,15.7,75.08,0,0,0,9.2,0,0,0,99.98
2.15,422243,0,19.12,69.65,0,0,0,11.21,0,0,0,99.98
2.18,422244,0,24.45,61.21,0,0,0,14.33,0,0,0,99.99
2.22,422245,0,28.13,55.37,0,0,0,16.49,0,0,0,99.99
2.4,409949,69.3,13.8,0,0,6.4,8.4,2,0,0,0,99.9
2.39,409950,72.5,14.4,0,0,0,8.8,4.2,0,0,0,99.9
2.41,409955,66.5,13.2,0,0,12.2,8,0,0,0,0,99.9
2.34,422958,0,0,77.75,0,0,0,22.24,0,0,0,99.99
1.95,425054,0,0,100,0,0,0,0,0,0,0,100
2.76,423502,61.62,0,0,38.18,0,0.19,0,0,0,0,99.99
2.73,423503,61.25,0,0,33.39,0,5.35,0,0,0,0,99.99
2.7,423504,61.13,0,0,28.33,0,10.53,0,0,0,0,99.99
2.62,423505,60.35,0,0,18.7,0,20.93,0,0,0,0,99.98
2.58,423506,59.66,0,0,9.38,0,30.95,0,0,0,0,99.99
2.51,423507,59.11,0,0,0.04,0,40.83,0,0,0,0,99.98
2.78,423510,58.82,0,0,41.17,0,0,0,0,0,0,99.99
2.77,423511,58.73,0,0,39.74,0,1.51,0,0,0,0,99.98
2.76,423512,58.57,0,0,36.89,0,4.53,0,0,0,0,99.99
2.72,423513,57.98,0,0,27.05,0,14.95,0,0,0,0,99.98
2.55,423514,56.38,0,0,0,0,43.61,0,0,0,0,99.99
2.37,423678,0,0,69.23,0,0,30.76,0,0,0,0,99.99
2.27,423804,0,0,82.33,0,0,0,17.66,0,0,0,99.99
2.83,424098,55.49,0,0,25.89,0,0,0,18.61,0,0,99.99
2.5,424242,74.45,0,0,4.58,0,20.96,0,0,0,0,99.99
2.73,424295,55.21,0,13.8,7.73,0,15.87,7.36,0,0,0,99.97
2.37,424302,72,5,12,0,0,11,0,0,0,0,100
2.37,424303,71,5,14,0,0,10,0,0,0,0,100
2.42,424305,64.4,4.5,12,0,0,8,0,11,0,0,99.9
2.23,424315,0,22.4,71.8,0,0,0,5.8,0,0,0,100
2.2,424316,0,30,64,0,0,0,6,0,0,0,100
2.22,424391,0,0,69.96,0,0,0,30.03,0,0,0,99.99
2.52,424392,0,0,63.33,0,0,0,0,36.66,0,0,99.99
2.77,424393,0,0,55.38,44.61,0,0,0,0,0,0,99.99
2.36,424575,0,0,84.46,0,0,0,15.53,0,0,0,99.99
2.2,424804,100,0,0,0,0,0,0,0,0,0,100
2.37,424922,72,5,12,0,0,11,0,0,0,0,100
2.37,424923,71,5,14,0,0,10,0,0,0,0,100
2.37,424924,70.2,4.5,12,0,0,10.3,0,3,0,0,100
2.23,424937,0,22.4,71.8,0,0,0,5.8,0,0,0,100
2.2,424938,0,30,64,0,0,0,6,0,0,0,100
2.2,425005,99.98,0,0,0,0,0,0,0,0,0,99.98
2.2,425013,100,0,0,0,0,0,0,0,0,0,100
2.2,425021,100,0,0,0,0,0,0,0,0,0,100
2.18,425022,96,0,4,0,0,0,0,0,0,0,100
2.23,425024,81,2,13,0,0,4,0,0,0,0,100
2.27,425025,81,2,12,0,0,5,0,0,0,0,100
2.5,425027,71.28,1.98,0,12.87,0,13.86,0,0,0,0,99.99
2.47,425028,74.74,0,0,5.05,0,16.16,0,4.04,0,0,99.99
2.28,425170,0,5.93,67.89,0,0,26.16,0,0,0,0,99.98
1.83,425178,0,0,100,0,0,0,0,0,0,0,100
1.87,425179,0,0,94.98,0,0,5.01,0,0,0,0,99.99
1.92,425180,0,0,89.99,0,0,10,0,0,0,0,99.99
2.04,425181,0,0,80.02,0,0,19.97,0,0,0,0,99.99
2.22,425182,0,0,75.04,0,0,24.95,0,0,0,0,99.99
2.06,425183,44.51,0,52.33,0,0,3.15,0,0,0,0,99.99
2.06,425184,43.22,0,52.56,0,0,4.21,0,0,0,0,99.99
2.12,425185,42.38,0,51.68,0,0,5.93,0,0,0,0,99.99
2.16,425186,43.5,0,48.03,0,0,8.45,0,0,0,0,99.98
2.18,425187,41.21,0,49.58,0,0,9.19,0,0,0,0,99.98
2.4,425188,27.97,0,53.16,0,0,18.85,0,0,0,0,99.98
2.23,425189,0,0,82.3,0,0,0,17.69,0,0,0,99.99
2.24,425191,0,0,82.06,0,0,0,17.65,0,0,0.28,99.99
2.2,425228,100,0,0,0,0,0,0,0,0,0,100
2.21,425229,100,0,0,0,0,0,0,0,0,0,100
1.85,425371,0,0,100,0,0,0,0,0,0,0,100
2.4,425468,0,0,72.38,0,0,27.61,0,0,0,0,99.99
2.35,425475,0,0,84.46,0,0,0,15.53,0,0,0,99.99
2.33,425419,84.59,0,0,0,0,15.4,0,0,0,0,99.99
2.39,425424,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.46,425436,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.52,425445,59.25,0,0,0,0,40.74,0,0,0,0,99.99
2.2,425596,100,0,0,0,0,0,0,0,0,0,100
2.7,425944,46.19,33.59,0,4.39,0,0,0,15.8,0,0,99.97
2.58,426465,35,5,25,17,0,0,15,3,0,0,100
2.55,426466,25,5,35,14,0,0,15,6,0,0,100
2.57,426467,30,5,30,17,0,0,15,3,0,0,100
2.56,426468,25,5,33,16,0,0,15,6,0,0,100
2.48,426469,20,12,30,14,0,0,20,4,0,0,100
2.54,426470,32,10,18,20,0,0,17,3,0,0,100
2.52,426471,20,12,30,15,0,3,15,5,0,0,100
2.53,426472,25,12,25,15,3,0,15,5,0,0,100
2.68,426478,28,9,32,27,0,0,4,0,0,0,100
2.66,426590,39,0,20,24,7,4,6,0,0,0,100
2.74,426591,39,0,23,32,0,0,6,0,0,0,100
2.73,426593,40,0,22,30,1,2,5,0,0,0,100
2.71,426594,41,0,24,29,0,0,6,0,0,0,100
2.66,426857,61.12,13.02,0,22.04,0.4,0.4,0,3,0,0,99.98
2.62,426858,46.68,27.4,0,14.95,0.9,7.22,0,2.81,0,0,99.96
2.46,426889,63.96,18.91,5.7,4.6,0,0,0,6.8,0,0,99.97
2.4,426907,65.3,17.7,9,4.9,0,0,0,3.1,0,0,100
2.44,426958,67.8,16.4,5.6,2.4,0,0,0,7.8,0,0,100
2.43,426988,65.8,18.3,6.4,1.8,0,0,0,7.7,0,0,100
2.46,427183,61,18,7.1,8.1,0,0,0,5.8,0,0,100
2.45,427184,61.3,18.1,7.2,6,0,0,0,7.4,0,0,100
2.37,427187,61.5,17.1,12.8,8.6,0,0,0,0,0,0,100
2.52,427387,70.1,6.1,0,12.8,0.2,5.6,0,5,0,0.12,99.92
2.51,427388,70.5,6.3,0,14,0.2,3.9,0,4.9,0,0.11,99.91
2.38,427451,79.4,2,0,0,0,9,0,9.6,0,0,100
2.41,427452,77.2,3,0,0,0,9.7,0,10.1,0,0,100
2.42,427453,76,2,0,0,0,11.4,0,10.6,0,0,100
2.43,427454,73.7,4,0,0,0,12,0,10.3,0,0,100
2.43,427455,75.1,1,0,0,0,12.3,0,11.6,0,0,100
2.43,427456,74,2,0,0,1.5,11.5,0,11,0,0,100
2.35,427457,79.4,1,0,0,9,0,0,10.6,0,0,100
2.35,427458,77.2,3,0,0,9.7,0,0,10.1,0,0,100
2.36,427459,76,2,0,0,11.4,0,0,10.6,0,0,100
2.37,427460,79.4,1,0,0,4,5,0,10.6,0,0,100
2.37,427461,77.2,3,0,0,6,3.7,0,10.1,0,0,100
2.39,427462,76,2,0,0,5.4,6,0,10.6,0,0,100
2.38,427463,73.7,4,0,0,8,4,0,10.3,0,0,100
2.39,427464,77,2,0,0,3,7,0,11,0,0,100
2.38,427465,73.7,4,0,0,9,3,0,10.3,0,0,100
2.49,427468,72,1.1,0,8.6,0.2,12.6,0,5.5,0,0,100
2.41,427469,76.3,2.9,1.2,0,0,9.6,0,10,0,0,100
2.42,427471,76.4,3,0,0,0,9.6,0,10,1,0,100
2.51,427971,57.1,5.55,13.18,4.97,1.25,14.2,0,3.66,0,0.05,99.96
2.52,427972,56.7,5.51,13.2,5.78,1.31,13.9,0,3.5,0,0.05,99.95
2.54,427981,57.49,5,9.34,7.96,0.25,15.35,0,4.49,0,0.06,99.94
2.53,427982,59.63,3.25,11.2,7.41,0.78,13.3,0,4.31,0,0.06,99.94
2.54,427984,58.1,4.51,10,7.47,1.08,14.1,0,4.65,0,0.06,99.97
2.54,427985,58.4,3.99,9.95,7.33,0.95,14.7,0,4.57,0,0.06,99.95
2.53,427986,62.02,1.2,11,7.78,0.27,12.9,0,4.71,0,0.07,99.95
2.3,427751,87.25,8.22,0,4.52,0,0,0,0,0,0,99.99
2.23,427752,94.8,3.35,0,1.84,0,0,0,0,0,0,99.99
2.19,427753,100,0,0,0,0,0,0,0,0,0,100
2.3,427820,0,0,68.6,0,0,20.35,0,0,0,11.04,99.99
1.85,427890,0,0,100,0,0,0,0,0,0,0,100
2.04,427891,0,0,86.42,0,0,13.57,0,0,0,0,99.99
2.13,427892,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.18,428659,22.66,0,65.64,0,0,11.68,0,0,0,0,99.98
2.04,428660,44.99,0,52.13,0,0,2.87,0,0,0,0,99.99
2.31,428661,39.63,0,45.92,0,0,14.43,0,0,0,0,99.98
2.15,428662,56.86,0,36.78,0,0,6.35,0,0,0,0,99.99
2.34,428663,84.59,0,0,0,0,15.4,0,0,0,0,99.99
2.49,428664,66,0,0,0,0,33.99,0,0,0,0,99.99
2.44,428488,71.92,4.78,5.77,0,0,11.92,0,0,5.59,0,99.98
2.47,428489,72.1,4.79,3.49,0,0,14,0,0,5.6,0,99.98
2.47,428277,59.8,20.71,0,0,4.41,6.29,5.69,0,3.08,0,99.98
2.46,428296,59.76,20.96,0,0,4.46,6.66,5.05,1.91,1.16,0,99.96
2.47,428299,60.45,20.61,0,0,4.39,6.26,5.2,0,3.06,0,99.97
2.49,428300,60.25,18.96,0,0,4.38,6.24,5.18,0,4.96,0,99.97
2.46,428301,60.71,20.76,0,0,4.42,5.34,5.85,0,2.89,0,99.97
2.46,428302,60.96,20.05,0,0,4.44,5.65,5.97,0,2.9,0,99.97
2.48,428303,60.86,19.21,0,0,4.43,5.64,5.96,0,3.87,0,99.97
2.47,428304,60.89,19.22,0,0,5.03,5.35,6,0,3.48,0,99.97
1.8,429275,0,0,100,0,0,0,0,0,0,0,100
1.86,429276,0,0,100,0,0,0,0,0,0,0,100
2.34,430027,75.06,8.98,0,0,8.29,0,7.64,0,0,0,99.97
2.35,430028,76.56,7,0,0,6.47,0,9.94,0,0,0,99.97
2.36,430029,78.2,4.86,0,0,4.49,0,12.44,0,0,0,99.99
2.27,430102,36.98,15.69,21.42,25.89,0,0,0,0,0,0,99.98
2.2,430589,72,3,18,0,3,3,1,0,0,0,100
2.2,431065,100,0,0,0,0,0,0,0,0,0,100
2.62,431862,60.68,5,0,6,8,12,0,0,8.3,0.01,99.99
2.51,432271,70.7,2.1,0,9.3,0.9,13.5,0,3.5,0,0,100
2.23,432649,77.54,3.91,14.15,0,0.9,3.47,0,0,0,0,99.97
2.59,432931,66.2,4.45,0,12.11,0,12.8,0,1.84,0,2.6,100
2.58,432932,66.74,3.95,0,11.43,0,13.44,0,1.83,0,2.61,100
2.57,432933,67.25,4.44,0,11.03,0,13.01,0,1.77,0,2.5,100
2.56,432934,67.4,3.61,0,10.32,0,14.86,0,1.67,0,2.14,100
2.56,432935,68.28,3.9,0,10.3,0,13.69,0,1.7,0,2.13,100
2.56,432936,67.84,4.32,0,10.28,0,13.68,0,1.75,0,2.13,100
2.56,432937,68.89,3.78,0,10,0,13.84,0,1.47,0,2.02,100
2.54,432938,69.42,3.8,0,9.38,0,13.9,0,1.37,0,2.13,100
2.54,432939,69.29,4.17,0,9.18,0,13.65,0,1.34,0,2.37,100
2.54,432940,69.55,3.7,0,9.36,0,13.64,0,1.37,0,2.37,99.99
2.54,432941,69.39,3.93,0,9.38,0,13.58,0,1.36,0,2.36,100
2.54,432942,70.42,3.38,0,9.02,0,13.47,0,1.47,0,2.24,100
2.53,432943,70.38,3.2,0,8.59,0,14.52,0,1.18,0,2.13,100
2.52,432944,71,2.58,0,8.09,0,15.16,0,1.05,0,2.12,100
2.52,432945,70.56,3.88,0,7.65,0,14.47,0,1.33,0,2.11,100
2.51,432946,71.14,4.05,0,7.43,0,13.91,0,1.36,0,2.11,100
2.51,432947,71.27,4.5,0,7.42,0,13.18,0,1.42,0,2.21,100
1.81,433401,0,0,100,0,0,0,0,0,0,0,100
1.9,433412,30.14,0,69.85,0,0,0,0,0,0,0,99.99
1.91,433426,46.32,0,53.67,0,0,0,0,0,0,0,99.99
1.87,433442,63.31,0,36.68,0,0,0,0,0,0,0,99.99
2.45,433456,0,0,78,21.99,0,0,0,0,0,0,99.99
2.48,433457,0,0,75.63,24.36,0,0,0,0,0,0,99.99
2.5,433458,0,0,71.28,28.71,0,0,0,0,0,0,99.99
2.68,433459,0,0,67.41,32.58,0,0,0,0,0,0,99.99
2.72,433460,0,0,60.51,39.48,0,0,0,0,0,0,99.99
2.79,433461,0,0,55.38,44.61,0,0,0,0,0,0,99.99
2.8,433462,0,0,50.43,49.56,0,0,0,0,0,0,99.99
2.16,433463,27.09,0,62.79,10.11,0,0,0,0,0,0,99.99
2.59,433464,23.52,0,54.51,21.95,0,0,0,0,0,0,99.98
2.61,433465,22.53,0,52.22,25.23,0,0,0,0,0,0,99.98
2.69,433466,21.62,0,50.11,28.25,0,0,0,0,0,0,99.98
2.68,433467,20.78,0,48.17,31.04,0,0,0,0,0,0,99.99
2.74,433468,19.28,0,44.7,36,0,0,0,0,0,0,99.98
2.77,433469,17.99,0,41.69,40.3,0,0,0,0,0,0,99.98
2.8,433470,16.86,0,39.07,44.06,0,0,0,0,0,0,99.99
2.81,433471,15.86,0,36.76,47.37,0,0,0,0,0,0,99.99
2.83,433472,14.97,0,34.7,50.31,0,0,0,0,0,0,99.98
2.83,433473,14.18,0,32.86,52.94,0,0,0,0,0,0,99.98
2.25,433474,38.08,0,44.13,17.77,0,0,0,0,0,0,99.98
2.43,433475,36.78,0,42.62,20.59,0,0,0,0,0,0,99.99
2.44,433476,35.56,0,41.2,23.23,0,0,0,0,0,0,99.99
2.54,433477,34.41,0,39.88,25.69,0,0,0,0,0,0,99.98
2.63,433478,32.34,0,37.47,30.18,0,0,0,0,0,0,99.99
2.68,433479,30.5,0,35.34,34.15,0,0,0,0,0,0,99.99
2.8,433480,28.85,0,33.43,37.7,0,0,0,0,0,0,99.98
2.79,433481,27.38,0,31.72,40.88,0,0,0,0,0,0,99.98
2.8,433482,26.05,0,30.18,43.76,0,0,0,0,0,0,99.99
2.83,433483,24.84,0,28.78,46.37,0,0,0,0,0,0,99.99
2.86,433484,22.73,0,26.34,50.92,0,0,0,0,0,0,99.99
2.87,433485,21.8,0,25.26,52.92,0,0,0,0,0,0,99.98
2.86,433486,20.95,0,24.28,54.76,0,0,0,0,0,0,99.99
2.87,433487,20.16,0,23.36,56.46,0,0,0,0,0,0,99.98
2.17,433488,55.16,0,31.96,12.87,0,0,0,0,0,0,99.99
2.47,433489,48.87,0,28.31,22.8,0,0,0,0,0,0,99.98
2.6,433490,44.78,0,25.94,29.26,0,0,0,0,0,0,99.98
2.68,433513,41.33,0,23.94,34.71,0,0,0,0,0,0,99.98
2.8,433514,37.04,0,21.46,41.49,0,0,0,0,0,0,99.99
2.84,433515,34.65,0,20.07,45.27,0,0,0,0,0,0,99.99
2.86,433516,32.54,0,18.85,48.59,0,0,0,0,0,0,99.98
2.85,433517,30.68,0,17.77,51.54,0,0,0,0,0,0,99.99
2.88,433518,29.01,0,16.81,54.16,0,0,0,0,0,0,99.98
2.92,433609,0,51.47,0,48.52,0,0,0,0,0,0,99.99
2.88,433613,0,64.51,0,35.48,0,0,0,0,0,0,99.99
2.86,433614,0,57.73,0,42.26,0,0,0,0,0,0,99.99
2.91,433615,0,54.79,0,45.2,0,0,0,0,0,0,99.99
2.89,433616,0,51.42,0,48.57,0,0,0,0,0,0,99.99
2.81,433617,0,50.56,0,49.43,0,0,0,0,0,0,99.99
2.88,433618,0,47.58,0,52.41,0,0,0,0,0,0,99.99
2.03,433662,0,0,90.99,0,0,9,0,0,0,0,99.99
2.11,433663,0,0,86.42,0,0,13.57,0,0,0,0,99.99
2.18,433664,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.26,433665,0,0,77.11,0,0,22.88,0,0,0,0,99.99
2.34,433666,0,0,72.38,0,0,27.61,0,0,0,0,99.99
2.38,433667,0,0,67.59,0,0,32.4,0,0,0,0,99.99
2.31,433829,0,0,75.91,0,0,0,24.08,0,0,0,99.99
2.48,433990,75.14,0,0,9.35,0,15.5,0,0,0,0,99.99
2.58,433991,65.24,0,0,14.05,0,20.7,0,0,0,0,99.99
2.45,433992,75.64,0,0,7.05,0,15.6,0,1.69,0,0,99.98
2.43,433993,76.65,0,0,2.38,0,15.81,0,5.14,0,0,99.98
2.56,433994,61.28,0,0,13.19,17.73,7.78,0,0,0,0,99.98
2.54,433995,58.9,0,0,12.68,28.41,0,0,0,0,0,99.99
2.49,433998,66,0,0,0,0,33.99,0,0,0,0,99.99
2.2,434249,100,0,0,0,0,0,0,0,0,0,100
2.56,434273,51.9,19,2,2,2,16,0,2,5,0,99.9
2.47,434277,60.9,16,2,2,2,16,0,1,0,0,99.9
2.5,434278,62.4,13,2,2,2,16,0,0,2.5,0,99.9
2.55,434283,53.9,16,2,3,2,16,0,2,5,0,99.9
2.47,434285,61.4,13,2,2,6,11,0,2,2.5,0,99.9
2.49,434286,59.4,13,2,2,10.5,7,0,2,4,0,99.9
2.53,434287,56.9,13,2,2,5,15,0,2,4,0,99.9
2.39,434785,67.5,8.3,0,0,11.9,5,0,7.3,0,0,100
2.44,434786,70.4,8.6,0,0,0,13.4,0,7.6,0,0,100
2.45,434787,69.5,8.4,0,0,0,15.4,0,6.7,0,0,100
2.44,434788,59.44,17.98,0,3.39,10.18,4.49,0,4.49,0,0,99.97
2.47,434789,58.5,18.1,0,4,9.9,4.3,0,5.2,0,0,100
2.47,434790,61.9,18.4,0,4.6,6.2,2.7,0,6.2,0,0,100
2.48,434791,59.7,18.3,0,4.6,7.9,3.4,0,6.1,0,0,100
2.5,434792,57.4,18.2,0,4.6,9.5,4.2,0,6.1,0,0,100
2.45,434793,61.86,18.31,0,4,7.3,3.2,0,5.3,0,0,99.97
2.47,434794,61.6,18.7,0,3.5,0,11.5,0,4.7,0,0,100
2.49,434795,60.6,18.7,0,4.1,0,11.2,0,5.4,0,0,100
2.51,434796,59.4,18.8,0,4.7,0,10.8,0,6.3,0,0,100
2.47,434797,63.33,18.78,0,4.09,0,8.29,0,5.49,0,0,99.98
2.49,434798,72.5,1,0,9.5,0.5,14,0,2.5,0,0,100
2.53,434800,60.88,19.3,0,4.1,4.62,2.05,0,9.03,0,0,99.98
2.7,435199,42.14,36.26,2,19.6,0,0,0,0,0,0,100
2.74,435201,40.42,34.78,2,18.8,0,0,0,0,4,0,100
2.49,435287,75.14,0,0,9.35,0,15.5,0,0,0,0,99.99
2.51,435288,74.94,0,0,9.32,0,15.46,0,0,0,0.26,99.98
1.82,435364,0,0,100,0,0,0,0,0,0,0,100
1.96,435595,0,0,95.52,0,0,4.47,0,0,0,0,99.99
2.04,435596,0,0,90.99,0,0,9,0,0,0,0,99.99
2.12,435597,0,0,86.42,0,0,13.57,0,0,0,0,99.99
2.18,435598,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.27,435599,0,0,77.11,0,0,22.88,0,0,0,0,99.99
2.34,435600,0,0,72.38,0,0,27.61,0,0,0,0,99.99
2.38,435601,0,0,67.59,0,0,32.4,0,0,0,0,99.99
2.2,435875,100,0,0,0,0,0,0,0,0,0,100
2.6,436481,60.25,25.64,0,14.1,0,0,0,0,0,0,99.99
2.55,436482,59.84,26.98,0,13.16,0,0,0,0,0,0,99.98
2.2,436586,100,0,0,0,0,0,0,0,0,0,100
2.9,437417,33.44,0,12.91,31.21,0,0,0,22.43,0,0,99.99
2.91,437418,32.95,0,12.72,35.88,0,0,0,18.42,0,0,99.97
2.91,437419,32.49,0,12.54,40.43,0,0,0,14.52,0,0,99.98
2.92,437420,27.97,0,12.96,36.54,0,0,0,22.51,0,0,99.98
2.93,437421,27.56,0,12.77,41.16,0,0,0,18.49,0,0,99.98
2.94,437422,27.17,0,12.59,45.65,0,0,0,14.58,0,0,99.99
2.95,437423,22.46,0,13.01,41.92,0,0,0,22.6,0,0,99.99
2.94,437424,22.13,0,12.82,46.48,0,0,0,18.55,0,0,99.98
