DENSITY,Num,Origin,Year,Somme Ox,Al2O3,B2O3,BaO,CaO,Fe2O3,K2O,Li2O,MgO,Na2O,SiO2,SrO,ZrO2
2.52,195126,SCIGLASS,1999,99.09,0,6.03,0,14,0,5.03,0,8.93,0,65.1,0,0
2.42,194395,SCIGLASS,2000,99.09,16.51,0,0,0.3,0,7.15,0,5.57,6.7,62.86,0,0
2.72,49850,SCIGLASS,1968,99.08,2.94,0,0,0,0,2.5,0,0,2.23,67.59,14.94,8.88
2.63,190632,SCIGLASS,2000,99.08,12,0,6,5,0,6.18,0,3.4,4.5,58,2,2
2.63,192825,SCIGLASS,2001,99.08,12,0,6,5,0,6.18,0,3.4,4.5,58,2,2
2.63,439441,SCIGLASS,2000,99.08,12,0,6,5,0,6.18,0,3.4,4.5,58,2,2
2.74,198373,SCIGLASS,1984,99.08,9.37,0,0,29.38,0.58,1.98,0,0.46,2.76,54.55,0,0
2.54,30083,SCIGLASS,1979,99.07,1.7,0,1,1.37,9.2,3.41,0,1.53,9.68,71.18,0,0
2.47,6077,SCIGLASS,1961,99.07,4.2,2.03,0,7,0,1.24,0,0,13.9,70.7,0,0
2.47,6352,SCIGLASS,1968,99.07,4.2,2.03,0,7,0,1.24,0,0,13.9,70.7,0,0
2.68,184465,SCIGLASS,1995,99.07,10.15,0,0,0,0,2.6,0,0,3.91,62.41,20,0
2.35,362317,SCIGLASS,2002,99.07,6.9,6.31,0,0,0,2.66,2.1,0,5,76.1,0,0
2.44,43260,SCIGLASS,1992,99.07,0,6.66,0,0,0,0,0,0,26.99,65.42,0,0
2.85,51784,SCIGLASS,1955,99.07,0,0,26.5,0,0,3.16,0,0,7.22,62.19,0,0
2.36,57047,SCIGLASS,1977,99.06,13.21,41.17,0,0,0,0,0,0,18.73,25.95,0,0
2.34,57513,SCIGLASS,1975,99.06,13.17,41.2,0,0,0,0,0,0,18.75,25.94,0,0
2.51,190820,SCIGLASS,1999,99.05,9.2,0,2.3,0,0,11,0,8.95,0.9,62,4.7,0
2.7,458397,SCIGLASS,2011,99.05,0.63,0,0,11.92,0,7.8,0,7.5,1.06,60.89,0,9.25
2.35,132585,SCIGLASS,1994,99.05,5,9.05,2,1.5,0,0,0,0,6,75.5,0,0
2.3,387239,SCIGLASS,1961,99.04,1.74,16.03,13.12,0.4,0,1.45,0,0,3.71,62.59,0,0
2.62,391005,SCIGLASS,1986,99.03,6.56,8,0,12.63,0,0,0,0,9.97,61.87,0,0
2.6,126357,SCIGLASS,1978,99.03,12.31,21.55,0,15.91,0,0,0,0,5.05,38.83,0,5.38
2.99,429808,SCIGLASS,2003,99.02,6.82,0,16.4,9.75,0,9,0,3,0,45.81,0,8.24
2.38,191152,SCIGLASS,2000,99.02,6.36,9.09,0,1.8,0,2.35,2.11,0,4.59,70.99,0,1.73
2.49,444308,SCIGLASS,1998,99.01,4.1,0,0,7.2,0,6.75,0,6.96,4.9,67.4,0.4,1.3
2.42,20787,SCIGLASS,1960,99.01,0,7,0,0,0,0,0,0,14.22,77.79,0,0
2.12,112174,SCIGLASS,1990,99.01,0,58.82,0,0,0,0,11.76,0,0,28.43,0,0
2.11,83684,SCIGLASS,1994,99.01,0,58.82,0,0,0,0,11.76,0,0,28.43,0,0
2.32,362319,SCIGLASS,2002,98.98,8,9.98,0,1.5,0,0,0,0,8.5,71,0,0
2.41,370460,SCIGLASS,2004,98.98,0,7.18,0,0,0,0,0,0,13.2,78.6,0,0
2.5,14639,SCIGLASS,1986,98.98,0,7.4,0,0,0,0,0,0,25.98,65.6,0,0
2.69,195186,SCIGLASS,1999,98.97,8,0.96,4,8,0,5.69,0,3.32,4,58,5,2
2.48,119665,SCIGLASS,1978,98.97,6.98,7.06,2.49,1.59,0.04,0.74,0,0,8.78,71.29,0,0
2.35,134086,SCIGLASS,1996,98.96,5.3,10.03,2.5,0.8,0,0.13,0,0,7,73.2,0,0
2.46,474103,SCIGLASS,2012,98.96,0.8,6.47,0,6.4,0,2,0,3.02,8.1,72.17,0,0
2.38,195081,SCIGLASS,1999,98.96,9.69,0,0,2.19,0,2.69,0,0.78,7.79,75.82,0,0
2.55,172883,SCIGLASS,1976,98.96,6.8,14.07,0,12.3,4.19,0,0,0,27.4,34.2,0,0
2.44,166840,SCIGLASS,1999,98.95,8.1,0,0,6.2,0,5,0,4.05,4.9,70.7,0,0
2.45,14643,SCIGLASS,1986,98.95,0,7.51,0,0,0,0,0,0,17.62,73.82,0,0
2.44,20792,SCIGLASS,1960,98.94,0,7.5,0,0,0,0,0,0,15.21,76.23,0,0
2.34,387235,SCIGLASS,1961,98.93,3.12,16.03,7.05,0,0,0,0,0,5.22,67.51,0,0
2.4,166723,SCIGLASS,1996,98.92,1,0,0,5,0,2.91,0,1.51,10,78.5,0,0
2.36,362312,SCIGLASS,2002,98.92,5.7,9.52,0,1.3,0,0,0,0,8.4,74,0,0
2.49,184467,SCIGLASS,1995,98.92,11.48,0,9.26,0,0,2.76,0,0,4.43,70.99,0,0
2.37,387185,SCIGLASS,1961,98.91,5.08,6.96,0,1.89,0,0.46,0,0,9.48,75.04,0,0
2.47,401765,SCIGLASS,2002,98.91,8.03,5,0,2.65,0,5,0,5,11.71,61.52,0,0
2.49,184444,SCIGLASS,1995,98.89,10.16,0,0,0,0,2.32,0,0,23.64,62.77,0,0
2.59,190630,SCIGLASS,2000,98.89,8.5,4.16,0,8.1,0,7.48,0,6.05,2.4,55.4,3.1,3.7
2.42,195085,SCIGLASS,1999,98.88,2.99,0,0,2.79,0,8.11,0,9.17,0,75.82,0,0
2.34,134085,SCIGLASS,1996,98.88,4,10.43,2.5,1,0,0.67,0,0.78,4,75.5,0,0
2.34,61706,SCIGLASS,1989,98.88,4,10.43,2.5,1,0,0.67,0,0.78,4,75.5,0,0
2.6,387206,SCIGLASS,1961,98.88,4.89,0,11.41,0,0,5.04,1.61,0,7.13,68.8,0,0
2.58,6377,SCIGLASS,1968,98.88,5.5,1.84,5,7.5,0,2.04,0,0,12,65,0,0
2.64,6380,SCIGLASS,1968,98.88,5.5,1.84,5,7.5,0,2.04,0,0,12,65,0,0
2.84,192511,SCIGLASS,2000,98.87,6.01,0,8.21,3,0,3.91,0,0,2.8,56.91,0,18.03
2.2,474051,SCIGLASS,2003,98.87,2,9.74,0,0,0,0.19,0.61,0,2,84.33,0,0
2.41,20776,SCIGLASS,1960,98.87,0,8,0,0,0,0,0,0,12.17,78.7,0,0
2.44,195083,SCIGLASS,1999,98.87,2,0,0,9.8,0,5.04,0,4.83,0,77.2,0,0
2.48,401763,SCIGLASS,2002,98.87,8.04,5,0,4.42,0,5,0,5,9.78,61.63,0,0
2.51,20845,SCIGLASS,1960,98.87,0,8.3,0,0,0,0,0,0,25.25,65.32,0,0
2.69,432291,SCIGLASS,2009,98.85,8,0,6.6,10,0,2.85,0,0,6,60.2,3,2.2
2.32,61712,SCIGLASS,1989,98.85,5.1,9.85,0,1.4,0,0,0,0,7,75.5,0,0
2.56,387203,SCIGLASS,1961,98.85,3.17,0,11.3,0.59,0,4.86,1.33,0.32,8.73,68.55,0,0
2.38,370461,SCIGLASS,2004,98.84,0,8.12,0,0,0,0,0,0,9.17,81.55,0,0
2.26,474098,SCIGLASS,2012,98.84,2.29,10.15,0,0.89,0,0,0,0.61,4.89,80.01,0,0
2.31,6408,SCIGLASS,1968,98.84,4.1,12.26,3.1,0.3,0.07,0.16,0,0.31,4.6,73.94,0,0
2.4,195128,SCIGLASS,1999,98.84,0,5.96,0,0,0,8.03,0,11.96,0,72.89,0,0
2.85,51785,SCIGLASS,1955,98.84,0,0,25.97,0,0,3.96,0,0,7.97,60.94,0,0
2.49,184464,SCIGLASS,1995,98.83,11.45,0,0,0,0,2.77,0,0,4.42,71.15,9.04,0
2.57,126356,SCIGLASS,1978,98.83,12.54,21.76,0,16.2,0,0,0,0,5.14,39.54,0,3.65
2.58,190822,SCIGLASS,1999,98.82,6,0,9,0,0,8.5,0,4.92,4.5,63.2,0,2.7
2.12,112175,SCIGLASS,1990,98.82,0,45.45,0,0,0,0,9.09,0,0,44.28,0,0
2.38,20761,SCIGLASS,1960,98.82,0,8.3,0,0,0,0,0,0,10.14,80.38,0,0
2.43,301454,SCIGLASS,2001,98.82,0,8.7,0,0,0,0,0,0,21.93,68.19,0,0
2.5,400350,SCIGLASS,1955,98.8,9,7.68,6.5,0,0,2.12,0,0,9,64.5,0,0
2.37,195120,SCIGLASS,1999,98.8,18.3,9.02,0,0,0,1.98,0,0,11.1,58.4,0,0
2.53,456290,SCIGLASS,2010,98.79,10.68,0.8,5.39,4.11,0,7.5,0,4.9,3.71,61.63,0.07,0
2.47,150281,SCIGLASS,1925,98.79,0,8.79,0,0,0,0,0,0,18,72,0,0
2.37,6157,SCIGLASS,1990,98.79,5,10.79,0,0,0,0,0,0,11,72,0,0
2.59,184462,SCIGLASS,1995,98.79,8.93,0,0,20.48,0,2.32,0,0,3.91,63.15,0,0
2.53,184674,SCIGLASS,2000,98.78,0,10.2,2.51,0,0,0,0,0,15.22,70.85,0,0
2.37,195117,SCIGLASS,1999,98.78,18.3,9,0,2.5,0,1.98,0,0,8.4,58.6,0,0
2.37,7293,SCIGLASS,1934,98.77,0,8.64,0,0,0,0,0,0,9.2,80.93,0,0
2.58,190819,SCIGLASS,1999,98.77,2.3,0,0,0,0,11.5,0,9.07,1.9,63.1,1.6,9.3
2.37,6360,SCIGLASS,1968,98.77,4.3,10.31,0,0,0,0,0,0,8.31,75.85,0,0
2.4,184466,SCIGLASS,1995,98.77,11.89,0,4.83,0,0,2.83,0,0,4.63,74.59,0,0
2.62,387204,SCIGLASS,1961,98.77,5.55,0,11.59,0,0,5.07,1.35,0,8.02,67.19,0,0
2.33,132580,SCIGLASS,1994,98.76,1.5,10.68,0.6,3,0,0.65,0,1.23,3.6,76.4,0,1.1
2.39,184443,SCIGLASS,1995,98.76,10.93,0,0,0,0,2.59,0,0,12.93,72.31,0,0
2.58,446202,SCIGLASS,2001,98.76,7.1,0,0,6.3,0,8.99,0,7.27,2.9,60.5,1.6,4.1
2.36,114117,SCIGLASS,2006,98.76,5,12.27,1.3,0.8,0,0,0,0,6.4,72.49,0,0.5
2.48,450657,SCIGLASS,2011,98.76,0,9.11,0,0,0,0,0,0,21.38,68.27,0,0
2.51,474134,SCIGLASS,2011,98.75,10.63,0,0,0,0,10,0,7,9.23,56.39,0,5.5
2.94,429807,SCIGLASS,2003,98.75,6.95,0,10.46,9.95,0,9,0,3,0,46.74,4.24,8.41
2.31,446833,SCIGLASS,2010,98.74,13,16.74,0,8.3,0,0,0,0,0,60.7,0,0
2.58,134907,SCIGLASS,1997,98.73,7.09,0,0,6.29,0,8.98,0,7.27,2.89,60.53,1.59,4.09
2.58,462004,SCIGLASS,1998,98.73,7.09,0,0,6.29,0,8.98,0,7.27,2.89,60.53,1.59,4.09
2.58,473924,SCIGLASS,2012,98.73,7.09,0,0,6.29,0,8.98,0,7.27,2.89,60.53,1.59,4.09
2.4,184463,SCIGLASS,1995,98.73,11.78,0,0,0,0,2.85,0,0,4.39,74.82,4.89,0
2.6,150225,SCIGLASS,1925,98.72,0,0,20,0,0,3.72,0,0,10,65,0,0
2.74,432285,SCIGLASS,2009,98.71,7,0,2,7.4,0,4.4,0,1.01,4.4,58.7,10.7,3.1
2.44,184461,SCIGLASS,1995,98.71,11.58,0,0,9.69,0,2.63,0,0,4.29,70.52,0,0
2.38,184460,SCIGLASS,1995,98.7,12.21,0,0,5.2,0,2.72,0,0,4.4,74.17,0,0
2.52,185470,SCIGLASS,1960,98.7,5.01,0,0,9.61,2.2,6.42,0,5.32,0,70.14,0,0
2.39,154047,SCIGLASS,1984,98.7,14.25,0,0,1.69,3.58,3.65,0,0.62,3.61,71.3,0,0
2.31,184439,SCIGLASS,1995,98.69,11.12,0,0,0,0,2.74,0,0,4.82,80.01,0,0
2.49,6151,SCIGLASS,1990,98.69,1.1,0,0,9.5,0,2.39,0,0,9.7,76,0,0
2.49,166851,SCIGLASS,1999,98.69,14,0,0,9.8,0,6.87,0,4.82,1,62.2,0,0
2.53,20869,SCIGLASS,1960,98.69,0,10,0,0,0,0,0,0,30.18,58.51,0,0
2.51,7372,SCIGLASS,1975,98.69,0,10,0,0,0,0,0,0,30.18,58.51,0,0
2.3,132575,SCIGLASS,1994,98.67,1.65,12.72,1.65,2.95,0,1.82,0,2.95,0.99,72.89,0,1.05
2.31,404888,SCIGLASS,2003,98.67,1.65,12.72,1.65,2.95,0,1.82,0,2.95,0.99,72.89,0,1.05
2.15,415814,SCIGLASS,2008,98.67,4.2,11.17,0,0,0,0,0,0,0,83.3,0,0
2.46,43258,SCIGLASS,1992,98.67,0,10,0,0,0,0,0,0,23.52,65.15,0,0
2.52,20846,SCIGLASS,1960,98.67,0,10,0,0,0,0,0,0,25.18,63.49,0,0
2.33,184441,SCIGLASS,1995,98.67,16.01,0,0,0,0,2.97,0,0,4.67,75.02,0,0
2.36,195089,SCIGLASS,1999,98.66,6,0,0,0.7,0,3.19,0,0.77,8,80,0,0
2.33,25988,SCIGLASS,1976,98.66,15.58,0,0,0,0,3,0,0,6.65,73.43,0,0
2.5,20817,SCIGLASS,1960,98.66,0,10,0,0,0,0,0,0,20.18,68.48,0,0
2.5,53017,SCIGLASS,1985,98.66,0,10,0,0,0,0,0,0,20.18,68.48,0,0
2.51,20834,SCIGLASS,1960,98.66,0,10,0,0,0,0,0,0,22.68,65.98,0,0
2.29,6176,SCIGLASS,1979,98.66,8,16.93,3,0,0,2.5,1.53,0,3.4,63.3,0,0
2.27,190738,SCIGLASS,1997,98.66,13.96,22,0,5.54,0,0,0,0,0,57.16,0,0
2.57,446197,SCIGLASS,2001,98.65,9.2,0,0,3.4,0,6.99,0,3.96,6.6,61,3.1,4.4
2.28,405039,SCIGLASS,2003,98.65,4.56,9.37,0,0,0.01,0.47,0,0,4.56,79.68,0,0
2.32,184437,SCIGLASS,1995,98.65,12.51,0,0,0,0,2.87,0,0,4.6,78.67,0,0
2.48,20732,SCIGLASS,1960,98.65,0,10,0,0,0,0,0,0,18.17,70.48,0,0
2.48,166436,SCIGLASS,1998,98.65,6.4,0,1.2,6.6,0,7.99,0,7.06,2.9,66.5,0,0
2.48,473949,SCIGLASS,1997,98.65,6.4,0,1.2,6.6,0,7.99,0,7.06,2.9,66.5,0,0
2.53,22496,SCIGLASS,1989,98.65,0.97,0,4.62,5.96,0,2.7,0,0,13.08,71.32,0,0
2.28,406888,SCIGLASS,2003,98.64518,1.65,12.99,0,0,0.00518,0,0,0.99,7.03,75.98,0,0
2.28,461864,SCIGLASS,2005,98.64518,1.65,12.99,0,0,0.00518,0,0,0.99,7.03,75.98,0,0
2.7,458406,SCIGLASS,2011,98.64,0.63,0,0,11.86,0,8.89,0,7.5,0,60.56,0,9.2
2.32,184440,SCIGLASS,1995,98.64,13.91,0,0,0,0,2.96,0,0,4.5,77.27,0,0
2.45,20793,SCIGLASS,1960,98.64,0,10,0,0,0,0,0,0,15.16,73.48,0,0
2.45,174692,SCIGLASS,2001,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.45,309973,SCIGLASS,2003,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.45,350553,SCIGLASS,2002,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.45,373923,SCIGLASS,2005,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.45,386671,SCIGLASS,2002,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.45,450609,SCIGLASS,2011,98.64,0,10,0,0,0,0,0,0,16.16,72.48,0,0
2.56,462163,SCIGLASS,2010,98.62,9.2,0,0,3.4,0.08,7.07,0,3.96,6.5,60.91,3.1,4.4
2.56,126355,SCIGLASS,1978,98.62,12.77,21.98,0,16.5,0,0,0,0,5.24,40.27,0,1.86
2.39,20702,SCIGLASS,1960,98.62,0,10,0,0,0,0,0,0,10.12,78.5,0,0
2.51,151523,SCIGLASS,1971,98.62,0,10.43,0,0,0,0,0,0,24.27,63.92,0,0
2.83,432286,SCIGLASS,2009,98.62,6.8,0,8.6,6.2,0,4.35,0,0.17,4.2,56.5,8.8,3
2.57,190922,SCIGLASS,1999,98.62,9.39,0,0,7.69,0,9.99,0,7.95,1.9,57.9,0,3.8
2.33,57514,SCIGLASS,1975,98.62,11.7,35.9,0,0,0,0,0,0,16.54,34.48,0,0
2.38,195098,SCIGLASS,1999,98.61,4.89,8.98,0,2.69,0,4.98,0,6.05,2.99,68.03,0,0
2.57,134902,SCIGLASS,1997,98.61,9.21,0,0,3.4,0,7,0,3.97,6.51,61.02,3.1,4.4
2.57,461999,SCIGLASS,1998,98.61,9.21,0,0,3.4,0,7,0,3.97,6.51,61.02,3.1,4.4
2.22,405036,SCIGLASS,2003,98.61,2.21,10.69,0,0,0.01,0,0,0,4.11,81.59,0,0
2.34,57048,SCIGLASS,1977,98.61,11.69,35.89,0,0,0,0,0,0,16.58,34.45,0,0
2.49,387177,SCIGLASS,1961,98.6,0.59,0,0,10.77,0,2.51,0,0,9.78,74.95,0,0
2.49,6357,SCIGLASS,1968,98.6,0.59,0,0,10.77,0,2.51,0,0,9.78,74.95,0,0
2.14,775,SCIGLASS,1979,98.59,0,10,0,0,0,0,0,0,0,88.59,0,0
2.22,405035,SCIGLASS,2003,98.59,2.3,10.96,0,0,0.01,0,0,0,4.01,81.31,0,0
2.47,166845,SCIGLASS,1999,98.59,12.7,0,0,10.5,0,2.99,0,0,5.8,66.6,0,0
2.8,429802,SCIGLASS,2003,98.58,4.46,0,11.19,12.27,0,7,0,3,0,56.13,4.53,0
2.37,184442,SCIGLASS,1995,98.58,11.79,0,0,0,0,3.03,0,0,9.07,74.69,0,0
2.24,190746,SCIGLASS,1997,98.58,13.87,26.5,0,5.51,0,0,0,0,0,52.7,0,0
2.46,456305,SCIGLASS,2010,98.57,8.75,7.1,11.41,2.72,0,6,0,1.6,3.99,56.86,0.14,0
2.23,119661,SCIGLASS,1978,98.57,2.1,10.74,0.1,0.5,0.07,0.19,0,0.15,3.6,81.12,0,0
2.23,461119,SCIGLASS,2002,98.57,2.3,11.27,0,0,0,0,0,0,4.1,80.9,0,0
2.23,461676,SCIGLASS,2001,98.57,2.3,11.27,0,0,0,0,0,0,4.1,80.9,0,0
2.23,461687,SCIGLASS,2001,98.57,2.3,11.27,0,0,0,0,0,0,4.1,80.9,0,0
2.23,404878,SCIGLASS,2003,98.57,2.2,11.27,0,0,0,0,0,0,4.1,81,0,0
2.47,528,SCIGLASS,1934,98.57,0,0,0,10,0,2.57,0,0,11,75,0,0
2.36,431809,SCIGLASS,2005,98.57,7,9.21,2,1,0,1.36,0,0,6,72,0,0
2.57,441493,SCIGLASS,2009,98.57,0,29.24,8.01,0,0,0,0,0,14.56,46.76,0,0
2.2,389445,SCIGLASS,2007,98.56,0,12.71,0,0,0,0,0,0,8.9,73.22,0,3.73
2.23,151950,SCIGLASS,1999,98.56,1.65,11,0,0,0,0,0,0,4.02,81.89,0,0
2.3,398605,SCIGLASS,2004,98.56,2.3,11.3,0,0,0,0,0,0,4.11,80.85,0,0
2.28,404895,SCIGLASS,2003,98.56,4.3,9.4,0,0.3,0,0.66,0,0,4.7,79.2,0,0
2.27,404897,SCIGLASS,2003,98.56,4.3,9.4,0,0.5,0,0.66,0,0,4.7,79,0,0
2.28,404896,SCIGLASS,2003,98.56,4.3,9.4,0,0.7,0,0.66,0,0,4.7,78.8,0,0
2.28,404894,SCIGLASS,2003,98.56,4.3,9.4,0,1,0,0.66,0,0,4.7,78.5,0,0
2.36,25991,SCIGLASS,1976,98.56,17.14,0,0,0,0,3.34,0,0,7.31,70.77,0,0
2.25,6362,SCIGLASS,1968,98.55,2.9,10.61,0,0.3,0,0.19,0,0,4.6,79.95,0,0
2.26,404892,SCIGLASS,2003,98.54,3.9,10.65,0,0.2,0,0.39,0,0,5,78.4,0,0
2.55,151543,SCIGLASS,1971,98.54,0,10.11,0,9.2,0,0,0,0,14.55,64.68,0,0
2.27,405038,SCIGLASS,2003,98.54,4.32,9.45,0,0,0.01,0.66,0,0,4.72,79.38,0,0
2.28,404893,SCIGLASS,2003,98.54,3.9,9.74,0,1.3,0,0.52,0,0,4.59,78.49,0,0
2.32,6358,SCIGLASS,1968,98.54,4.9,8.98,0,1.6,0,0.86,0,0,7.2,75,0,0
2.53,69661,SCIGLASS,1985,98.54,0,11.7,0,0,0,0,0,0,37.44,49.4,0,0
2.32,132579,SCIGLASS,1994,98.53,1.5,11.68,0,3,0,0.83,0,0.77,2.95,74.8,0,3
2.23,114116,SCIGLASS,2006,98.53,2,11.53,0,0,0,0,0,0,4,81,0,0
2.23,182266,SCIGLASS,1975,98.53,2,11.53,0,0,0,0,0,0,4,81,0,0
3.1,113837,SCIGLASS,1983,98.53,0,0,37.33,0,0,10,0,0,0,51.2,0,0
2.44,142329,SCIGLASS,1983,98.52,0,11,0,0,0,0,0,0,14.13,73.39,0,0
2.23,405033,SCIGLASS,2003,98.52,2.25,11.47,0,0,0.01,0,0,0,4.05,80.74,0,0
2.23,406892,SCIGLASS,2003,98.52,2.3,11.69,0,0,0.12,0,0,0,4.5,79.91,0,0
2.32,132578,SCIGLASS,1994,98.51,1.5,11.62,1.65,3,0,2.04,0,2.7,1,75,0,0
2.43,166443,SCIGLASS,1998,98.51,7.2,0,0,3.5,0,9,0,8.01,2.5,68.3,0,0
2.43,473956,SCIGLASS,1997,98.51,7.2,0,0,3.5,0,9,0,8.01,2.5,68.3,0,0
2.5,365634,SCIGLASS,2003,98.51,25.3,0,0,6.13,0,3.89,0,0,9.86,53.33,0,0
2.23,132339,SCIGLASS,1995,98.49,2.04,11.76,0,0,0,0,0,0,2.04,82.65,0,0
2.33,387223,SCIGLASS,1961,98.48,5,8.99,0,1.5,0,0.99,0,0,7,75,0,0
2.7,458412,SCIGLASS,2011,98.47,4.21,0,0,11,0,5.2,0,2.1,4.27,62.44,0,9.25
2.22,373925,SCIGLASS,2005,98.45,1.65,12,0,0,0,0,0,0,4.01,80.79,0,0
2.22,450611,SCIGLASS,2011,98.45,1.65,12,0,0,0,0,0,0,4.01,80.79,0,0
2.22,184675,SCIGLASS,2000,98.45,1.65,12,0,0,0,0,0,0,5.01,79.79,0,0
2.29,184476,SCIGLASS,1995,98.45,11.8,4.08,0,0,0,2.67,0,0,4.7,75.2,0,0
2.59,134915,SCIGLASS,1997,98.44,3.9,0,4,4.5,0,9.86,0,6.58,0,63.4,5.5,0.7
2.59,446210,SCIGLASS,2001,98.44,3.9,0,4,4.5,0,9.86,0,6.58,0,63.4,5.5,0.7
2.59,462012,SCIGLASS,1998,98.44,3.9,0,4,4.5,0,9.86,0,6.58,0,63.4,5.5,0.7
2.38,166714,SCIGLASS,1996,98.44,1,0,0,0,0,3.92,0,1.52,13.5,78.5,0,0
2.37,25994,SCIGLASS,1976,98.44,19.08,0,0,0,0,3.75,0,0,8.12,67.49,0,0
2.48,30085,SCIGLASS,1979,98.44,1,12.44,0,0,0,0,0,0,20,65,0,0
2.31,184438,SCIGLASS,1995,98.43,8.18,0,0,0,0,3.18,0,0,4.93,82.14,0,0
2.22,405037,SCIGLASS,2003,98.43,2.2,11.22,0,0,0.01,0.26,0,0,3.8,80.94,0,0
2.14,151948,SCIGLASS,1999,98.43,10.21,53,0,0,0,5,0,0,4.43,25.79,0,0
2.48,365631,SCIGLASS,2003,98.43,23.4,0,0,4.7,0,4,0,0,9.39,56.94,0,0
2.5,20806,SCIGLASS,1960,98.42,0,12,0,0,0,0,0,0,18.11,68.31,0,0
2.45,400351,SCIGLASS,1955,98.42,9,7.61,4.5,0,0,2.81,0,0,10,64.5,0,0
2.3,132577,SCIGLASS,1994,98.42,1.5,13.35,0,3,0,1.9,0,3.07,1,73.6,0,1
2.36,447484,SCIGLASS,2006,98.41302,7.54,12.03,0,2.21,0.00302,2.03,1.07,0,6.23,67.3,0,0
2.27,404898,SCIGLASS,2003,98.41,4.3,9.42,0,0.5,0,0.99,0,0,4.2,79,0,0
2.52,20847,SCIGLASS,1960,98.4,0,12.5,0,0,0,0,0,0,25.09,60.81,0,0
2.54,126354,SCIGLASS,1978,98.4,13.01,22.2,0,16.82,0,0,0,0,5.33,41.04,0,0
2.47,365632,SCIGLASS,2003,98.39,24.45,0,0,4.09,0,4.2,0,0,9.78,55.87,0,0
2.48,401784,SCIGLASS,2002,98.38,4.07,7.5,0,4.48,0,5,0,5,9.9,62.43,0,0
2.52,20881,SCIGLASS,1960,98.38,0,13.3,0,0,0,0,0,0,39.91,45.17,0,0
2.52,69664,SCIGLASS,1985,98.38,0,13.4,0,0,0,0,0,0,42.56,42.42,0,0
2.16,199980,SCIGLASS,1967,98.37,0.89,14.58,0,0,0,0,0.61,0,1.3,80.99,0,0
2.22,368394,SCIGLASS,1996,98.37,2.4,11.39,0,0,0,0.39,0,0,3.3,80.89,0,0
2.22,405031,SCIGLASS,2003,98.37,2.4,11.31,0,0,0.01,0.39,0,0,3.5,80.76,0,0
2.23,55180,SCIGLASS,1970,98.37,2.2,11.38,0,0,0,0.39,0,0,3.7,80.7,0,0
2.23,380127,SCIGLASS,2004,98.37,1.99,11.49,0,0,0,0.32,0,0,3.98,80.59,0,0
2.53,7273,SCIGLASS,1934,98.37,0,13.3,0,0,0,0,0,0,39.4,45.67,0,0
2.47,20794,SCIGLASS,1960,98.36,0,12.5,0,0,0,0,0,0,15.1,70.76,0,0
2.49,20728,SCIGLASS,1960,98.36,0,12.5,0,0,0,0,0,0,17.6,68.26,0,0
2.23,87657,SCIGLASS,1978,98.36,2.4,11.4,0,0,0,0.46,0,0,3.6,80.5,0,0
2.23,404880,SCIGLASS,2003,98.36,2.25,11.57,0,0.02,0,0.36,0,0.01,3.7,80.45,0,0
2.49,166852,SCIGLASS,1999,98.36,3.3,0,0,10.9,0,7,0,5.96,0,71.2,0,0
2.99,429810,SCIGLASS,2003,98.35,6.82,0,16.41,11.25,0,8,0,1,0,46.63,0,8.24
2.23,68588,SCIGLASS,1986,98.35,2.3,11.39,0,0,0,0.46,0,0,3.6,80.6,0,0
2.47,445100,SCIGLASS,2010,98.35,0,0,0,9.2,0,3,0,0,12.2,73.95,0,0
2.23,405034,SCIGLASS,2003,98.34,2.11,11.38,0,0,0.01,0.39,0,0,3.62,80.83,0,0
2.44,20708,SCIGLASS,1960,98.34,0,12.5,0,0,0,0,0,0,12.59,73.25,0,0
2.33,470344,SCIGLASS,2011,98.34,11.32,16.3,0,0,0,6,3.5,0,2.82,58.4,0,0
2.38,20762,SCIGLASS,1960,98.33,0,12.5,0,0,0,0,0,0,10.08,75.75,0,0
2.36,25998,SCIGLASS,1976,98.33,12.81,0,0,0,0,3.67,0,0,8.18,73.67,0,0
2.32,445162,SCIGLASS,2009,98.33,7.93,20,0,0,0,0,0,0,9.64,60.76,0,0
2.74,456284,SCIGLASS,2010,98.32,8.27,6.6,17.86,0,0,7.5,0,0,2.93,54.91,0.25,0
2.51,195038,SCIGLASS,1999,98.32,14.9,0,0,14.3,0,5.02,0,1.6,1.9,60.6,0,0
2.44,7292,SCIGLASS,1934,98.31,0,12.76,0,0,0,0,0,0,11.29,74.26,0,0
2.23,370462,SCIGLASS,2004,98.3,2.39,11.73,0,0,0,0.46,0,0,3.49,80.23,0,0
2.51,365626,SCIGLASS,2003,98.3,25.26,0,0,6.53,0,4.5,0,0,9.03,52.98,0,0
2.51,20818,SCIGLASS,1960,98.3,0,13.3,0,0,0,0,0,0,20.08,64.92,0,0
2.45,20711,SCIGLASS,1960,98.29,0,13,0,0,0,0,0,0,13.08,72.21,0,0
2.48,150282,SCIGLASS,1925,98.29,0,13.29,0,0,0,0,0,0,18,67,0,0
